Plant_ID,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
53,24.8,66,514,6.7,23
53,19.1,59,502,6.6,24
53,22.3,79,445,6.8,25
53,23.8,55,522,6.5,26
53,23.5,54,595,6.3,27
53,22.4,54,466,6.2,28
53,19.1,50,715,6.1,29
53,23.5,75,494,6.7,30
53,24.7,53,534,6.2,31
53,23.8,50,565,6.2,32
53,23,70,484,6.2,33
53,23.9,79,785,6.4,34
53,20.1,79,573,6.7,35
53,24.7,60,571,6,36
53,20.1,71,512,6.5,37
53,18.7,52,669,6.7,38
53,20.9,53,587,6.4,39
53,24.6,51,413,6.5,40
53,23.7,59,714,6.2,41
53,20.4,56,787,6.1,42
53,24.6,76,625,6.1,43
53,24.5,75,519,6.2,44
53,19.3,78,687,6.1,45
54,23.7,65,564,6.6,1
54,19.2,58,766,6.4,2
54,21.2,78,580,6.4,3
54,18,58,717,6,4
54,24.9,50,645,6.6,5
54,19.4,74,527,6,6
54,21,53,478,6.5,7
54,20.8,62,503,6.1,8
54,18.4,60,622,6.8,9
54,24.2,66,416,6.6,10
54,21.4,54,780,6.6,11
54,19.8,66,465,6.4,12
54,24.3,64,728,6.8,13
54,22.4,61,525,6.7,14
54,19.4,75,452,6,15
54,24.2,74,728,6.1,16
54,20.5,69,710,6.8,17
54,22.5,60,401,6.5,18
54,18.1,57,690,6.5,19
54,18.2,54,550,6.1,20
54,21.4,57,679,6.1,21
54,19.2,80,568,6,22
54,19.7,54,705,6.5,23
54,21.7,66,604,6.2,24
54,19.6,75,651,6.7,25
54,24.4,54,551,6.5,26
54,19,59,677,6.5,27
54,24.6,65,776,6.5,28
54,18.5,67,786,6.7,29
54,19.4,50,555,6.5,30
54,20.8,53,574,6,31
54,24.3,61,557,6.5,32
54,19.4,77,486,6.3,33
54,23.9,57,724,6.3,34
54,21.7,64,679,6.4,35
54,18.8,80,575,6.8,36
54,21.3,57,442,6.3,37
54,20.2,68,588,6.5,38
54,21.9,75,745,6.1,39
54,23.7,51,636,6.7,40
54,19.5,55,414,6.3,41
54,18.6,57,443,6.3,42
54,21.8,58,792,6.4,43
54,23.2,51,458,6.6,44
54,22.9,69,418,6.6,45
55,18.7,65,603,6.3,1
55,22.8,74,635,6.6,2
55,22.9,80,451,6.5,3
55,24.5,50,674,6.4,4
55,19.2,53,565,6.2,5
55,18.8,64,656,6.5,6
55,24.2,56,424,6.8,7
55,21.6,70,652,6.7,8
55,18.7,79,681,6,9
55,20.7,53,597,6.6,10
55,22.2,63,697,6.1,11
55,19.5,61,561,6.7,12
55,18,53,443,6.5,13
55,21.2,76,728,6.5,14
55,22.2,69,455,6.2,15
55,24.1,71,416,6.7,16
55,21.5,51,472,6.5,17
55,24.9,63,474,6.6,18
55,22,50,625,6.1,19
55,24.7,56,701,6.7,20
55,19,66,665,6.2,21
55,22.2,70,510,6,22
55,19.6,76,665,6.1,23
55,22,77,702,6.6,24
55,22.3,58,520,6.4,25
55,19,64,474,6.4,26
55,19.1,68,474,6.4,27
55,20.8,59,447,6.3,28
55,18.5,54,596,6,29
55,24.6,75,592,6.4,30
55,18,62,465,6.2,31
55,20.6,55,766,6.3,32
55,19.8,63,795,6.7,33
55,22.9,69,432,6.5,34
55,21.3,53,686,6,35
55,24.5,55,733,6.1,36
55,19.6,66,458,6.5,37
55,21.8,67,407,6.3,38
55,19.4,72,422,6.1,39
55,23.2,75,748,6.1,40
55,24.8,73,479,6.4,41
55,19.4,57,724,6.5,42
55,18.1,76,712,6.7,43
55,18.9,53,629,6.1,44
55,23,53,670,6.6,45
55,31.6,69,539,6.6,45
55,29.4,55,554,6.6,46
55,31.5,51,527,6.2,47
56,24.9,73,728,6.7,1
56,20.1,53,524,6.7,2
56,18.6,55,553,6.2,3
56,19,60,576,6.6,4
56,24.2,54,420,6.8,5
56,24.4,56,775,6.7,6
56,23.8,65,538,6.5,7
56,21.2,75,484,6.2,8
56,24.8,50,683,6,9
56,19.4,55,769,6.6,10
56,23.7,54,428,6.4,11
56,20.9,74,652,6.3,12
56,20.2,66,696,6.6,13
56,19.4,65,739,6.7,14
56,20,78,501,6.2,15
56,23.4,58,578,6.6,16
56,22.3,69,457,6.5,17
56,23.2,64,585,6.5,18
56,21.9,66,701,6.4,19
56,23.7,54,755,6.1,20
56,19.9,70,741,6.5,21
56,22.7,53,432,6.2,22
56,23.9,65,467,6.2,23
56,22,67,735,6,24
56,20.4,57,767,6.2,25
56,18.1,58,695,6,26
56,20,60,671,6.5,27
56,19.2,72,509,6.4,28
56,24.4,67,425,6.7,29
56,24.6,68,769,6.2,30
56,23.9,78,672,6,31
56,21.5,63,671,6.8,32
56,22.8,68,460,6.6,33
56,24.1,58,536,6.5,34
56,22.8,79,503,6.4,35
56,18.5,51,777,6.1,36
56,18.5,75,777,6.1,37
56,21.6,55,404,6.4,38
56,23.6,71,569,6.2,39
56,23.6,52,693,6.5,40
56,18.1,64,676,6.4,41
56,21.5,61,407,6.2,42
56,22.5,62,439,6.1,43
56,22.6,57,501,6.5,44
56,20.6,56,673,6.5,45
57,19.5,56,733,6.4,1
57,20.6,65,732,6.6,2
57,24.1,60,716,6.7,3
57,20.6,59,429,6.3,4
57,19.8,55,400,6.5,5
57,20.7,72,493,6.2,6
57,20.8,56,626,6.2,7
57,22.7,75,689,6.3,8
57,18.2,65,798,6.4,9
57,19.8,57,678,6.2,10
57,19.1,50,686,6.2,11
57,23.1,50,638,6,12
57,22.8,70,658,6.3,13
57,20.4,71,674,6.7,14
57,21.1,56,625,6.7,15
57,21.6,52,699,6.3,16
57,20,80,423,6.5,17
57,24.5,72,627,6.1,18
57,20.3,79,578,6.3,19
57,19.8,55,718,6.3,20
57,23.2,68,688,6.7,21
57,18.1,50,408,6.6,22
57,21.7,55,760,6.1,23
57,23.3,60,690,6.5,24
57,22,78,702,6.1,25
57,18.8,55,542,6.2,26
57,24.8,66,796,6.1,27
57,20.6,64,674,6.4,28
57,20.8,57,732,6.3,29
57,23.3,51,494,6,30
57,18.8,53,584,6.7,31
57,21.1,71,596,6.1,32
57,23.9,65,473,6,33
57,19.2,61,772,6.7,34
57,19.9,80,660,6.7,35
57,21.8,76,560,6.7,36
57,19.9,74,497,6.3,37
57,18.4,79,716,6.6,38
57,23.6,50,672,6.8,39
57,22.4,59,683,6.8,40
57,21.2,56,595,6.3,41
57,20.6,65,800,6.7,42
57,18.2,61,431,6.4,43
57,19.6,65,432,6.6,44
57,21.6,59,773,6.1,45
57,22.9,75,547,6.7,46
58,18.7,56,681,6.7,1
58,22.3,54,511,6.6,2
58,20.5,50,471,6.6,3
58,24.2,52,647,6.4,4
58,22.3,72,519,6.1,5
58,24.4,55,404,6.4,6
58,19.5,63,704,6.7,7
58,20.5,74,487,6,8
58,18.8,76,672,6.7,9
58,19.9,66,548,6.7,10
58,19.3,61,408,6.7,11
58,18.7,77,550,6.1,12
58,23.6,53,581,6.5,13
58,24.6,58,494,6,14
58,22.7,66,503,6.3,15
58,21,59,766,6.1,16
58,21.3,51,728,6.1,17
58,22.8,57,671,6.4,18
58,24.2,71,438,6.6,19
58,21.3,80,703,6.8,20
58,20.4,70,547,6.3,21
58,24.2,76,524,6,22
58,23.6,61,686,6.4,23
58,21.4,69,525,6.3,24
58,23.7,56,575,6.7,25
58,19.3,55,642,6.8,26
58,19,79,448,6.2,27
58,24.7,52,584,6.1,28
58,18,59,467,6.1,29
58,24.9,80,755,6.4,30
58,20.9,54,608,6.7,31
58,21,58,641,6.6,32
58,18.4,65,730,6.2,33
58,22.3,79,711,6.7,34
58,19.6,63,679,6.4,35
58,18.4,60,420,6.2,36
58,20,77,581,6.3,37
58,20.7,57,491,6.4,38
58,20,55,416,6.8,39
58,21.7,51,720,6.6,40
58,20.6,70,571,6.4,41
58,23.4,70,403,6.2,42
58,19.4,63,467,6.5,43
58,24.7,63,760,6.6,44
58,23.3,50,704,6.3,45
59,22.8,63,743,6.3,1
59,24,62,643,6.5,2
59,20.2,64,495,6.4,3
59,19.5,74,571,6.1,4
59,24.5,74,756,6.1,5
59,20.5,65,412,6.2,6
59,18.3,61,512,6.3,7
59,18.5,65,620,6.1,8
59,23.5,79,641,6.4,9
59,18.9,71,768,6.4,10
59,24.1,76,612,6.7,11
59,24.7,71,473,6.3,12
59,22.3,52,791,6.6,13
59,23.3,56,759,6.1,14
59,19.9,59,446,6.5,15
59,19.6,70,525,6,16
59,23.5,78,588,6.7,17
59,20.1,66,629,6.2,18
59,20.9,55,422,6.3,19
59,22.8,64,798,6.2,20
59,22.8,73,500,6.2,21
59,24.2,58,599,6.4,22
59,20.9,75,434,6.7,23
59,21.9,57,791,6.1,24
59,20.8,65,437,6.1,25
59,19.6,73,403,6.2,26
59,23.5,65,523,6.7,27
59,23.8,53,688,6.1,28
59,24.9,61,582,6.3,29
59,19.1,50,490,6.5,30
59,21.8,73,800,6.7,31
59,24.8,69,611,6,32
59,22,69,543,6.1,33
59,21.2,77,630,6.2,34
59,23.8,80,786,6.2,35
59,18,57,682,6.2,36
59,23.2,63,641,6.1,37
59,24.9,61,419,6.6,38
59,18.9,61,460,6.6,39
59,24.4,68,520,6.5,40
59,24.3,71,495,6.6,41
59,21,80,741,6.4,42
59,22.8,69,625,6.5,43
59,21.8,69,783,6.3,44
59,19.3,74,422,6.2,45
60,20.2,65,527,6.5,1
60,21.8,62,678,6.1,2
60,18,74,747,6.1,3
60,23.6,79,574,6.4,4
60,20.1,77,761,6.3,5
60,23.8,66,511,6.6,6
60,19,74,425,6.4,7
60,23.3,72,666,6.3,8
60,19.4,76,744,6.1,9
60,23.7,51,511,6.6,10
60,20.9,65,784,6.5,11
60,21.2,57,754,6.1,12
60,21.9,74,465,6.8,13
60,18.4,63,468,6.5,14
60,22.4,65,800,6.1,15
60,18.9,62,656,6.7,16
60,18.1,62,618,6.6,17
60,23.6,71,471,6.6,18
60,21.6,73,557,6.7,19
60,22.6,69,722,6.1,20
60,24.2,66,684,6.2,21
60,22.2,55,713,6.4,22
60,24.9,73,678,6.4,23
60,18.5,56,671,6,24
60,21.2,80,467,6.3,25
60,18.8,58,408,6.7,26
60,18.8,61,624,6.6,27
60,23.8,73,489,6.1,28
60,19.9,79,439,6.1,29
60,20.5,57,424,6.7,30
60,23.1,57,734,6.4,31
60,21.8,55,754,6.2,32
60,19.8,77,735,6.1,33
60,24.5,54,587,6.4,34
60,20.6,70,439,6.4,35
60,20.9,77,568,6.7,36
60,21.6,76,536,6.6,37
60,18,78,600,6.4,38
60,20.5,62,660,6.6,39
60,18.8,67,674,6.3,40
60,23.6,55,459,6.7,41
60,25,79,693,6.2,42
60,20.8,67,595,6,43
60,22,74,753,6.7,44
60,23.5,73,507,6.2,45
61,23.1,59,702,6.5,1
61,18.3,52,486,6.3,2
61,18.7,56,556,6.2,3
61,18.2,69,530,6.5,4
61,20.8,54,527,6.5,5
61,19.2,68,701,6.4,6
61,22.5,61,556,6.4,7
61,18.7,78,786,6.3,8
61,22.3,78,452,6.4,9
61,22.6,58,644,6.4,10
61,18.8,67,423,6.8,11
61,19.5,64,657,6.1,12
61,22.2,69,705,6.7,13
61,24.3,61,670,6.1,14
61,18.4,80,494,6.5,15
61,23.4,77,620,6.8,16
61,22.7,70,485,6,17
61,24.4,51,679,6.6,18
61,23,71,537,6.2,19
61,20.9,59,724,6.4,20
61,23,66,541,6.3,21
61,18.9,55,728,6.3,22
61,22,57,702,6.7,23
61,23.4,54,522,6.6,24
61,18.4,58,557,6.4,25
61,19.8,51,653,6.6,26
61,18.8,65,770,6.6,27
61,23.1,77,450,6.4,28
61,22.4,80,773,6.6,29
61,24.7,52,737,6.7,30
61,24.8,53,701,6.1,31
61,21,53,511,6.6,32
61,19.3,60,496,6.4,33
61,21.2,70,658,6.1,34
61,21.3,75,525,6.7,35
61,19,65,502,6.2,36
61,18.4,73,645,6.2,37
61,18.2,66,486,6.7,38
61,19.7,68,437,6.5,39
61,18.7,62,677,6.1,40
61,20.9,65,661,6,41
61,21.9,64,719,6.1,42
61,18.1,58,795,6.2,43
61,24,52,605,6.7,44
61,23.6,73,638,6,45
62,19.3,61,483,6.7,1
62,23.2,75,653,6.2,2
62,20.5,78,555,6,3
62,18.5,67,666,6.8,4
62,24.1,53,590,6.1,5
62,21.6,67,712,6.4,6
62,19,72,751,6.2,7
62,23.9,76,734,6.2,8
62,20.4,62,503,6.2,9
62,22,54,431,6.1,10
62,18.3,61,739,6.7,11
62,21.3,55,512,6.7,12
62,24.9,56,548,6.5,13
62,20.3,52,797,6.6,14
62,24,51,570,6.3,15
62,20.8,56,436,6.7,16
62,18.3,72,494,6.4,17
62,21.8,55,470,6,18
62,23.9,55,525,6.8,19
62,23.2,73,783,6.2,20
62,20.3,60,431,6.3,21
62,22.5,56,737,6.5,22
62,24,59,526,6.6,23
62,23.3,62,771,6.5,24
62,19.2,69,562,6.5,25
62,24.7,79,718,6.1,26
62,18.1,53,692,6.8,27
62,21.3,73,434,6,28
62,18.9,68,585,6.1,29
62,18.5,53,427,6.3,30
62,24.1,72,497,6.5,31
62,25,75,783,6.5,32
62,24.3,51,454,6.1,33
62,22.3,78,406,6.4,34
62,20.9,74,523,6.8,35
62,20.4,72,564,6.1,36
62,19.1,72,462,6.5,37
62,22.7,72,656,6.1,38
62,18.2,54,507,6.4,39
62,23,54,410,6.7,40
62,20.8,51,576,6.4,41
62,20.4,66,690,6.7,42
62,19.9,67,754,6.8,43
62,21.4,70,754,6.1,44
62,20.7,74,581,6.1,45
63,21.9,50,728,6.2,1
63,23.3,77,713,6.5,2
63,18.2,66,684,6.1,3
63,23,50,577,6.1,4
63,18.6,63,784,6.1,5
63,21.8,62,497,6.7,6
63,18.4,68,638,6.1,7
63,20.8,70,782,6.7,8
63,23.2,52,479,6.1,9
63,19.5,78,732,6.2,10
63,20.9,53,463,6.4,11
63,23.5,67,518,6.6,12
63,21.6,74,798,6.2,13
63,19.9,62,410,6.7,14
63,18.3,65,458,6.3,15
63,23.5,76,478,6.1,16
63,19.9,74,431,6,17
63,19.2,80,721,6.5,18
63,24,80,526,6.6,19
63,23.3,67,527,6.4,20
63,19.9,80,784,6.2,21
63,18.8,65,750,6.4,22
63,24.3,55,603,6.1,23
63,20.8,74,743,6.7,24
63,18.1,65,680,6.4,25
63,19.2,76,521,6.1,26
63,19.2,53,767,6.6,27
63,19.2,65,739,6.2,28
63,22.2,57,729,6.6,29
63,21.8,71,444,6.8,30
63,24.6,78,457,6.8,31
63,22.2,75,455,6.3,32
63,22,68,608,6.1,33
63,22.1,51,578,6.5,34
63,22,71,780,6.5,35
63,20.6,77,537,6.4,36
63,22.4,69,708,6,37
63,18.8,57,482,6,38
63,21.6,77,677,6.8,39
63,18.9,56,657,6.7,40
63,18.8,66,459,6.4,41
63,21.2,79,496,6.4,42
63,22.1,65,723,6.5,43
63,23.5,53,560,6.6,44
63,22.1,64,533,6.6,45
64,18.2,52,549,6.5,1
64,18.3,70,581,6.5,2
64,18.6,62,573,6.3,3
64,23.4,73,735,6.3,4
64,22.7,73,651,6.3,5
64,24.1,68,586,6.2,6
64,22.5,58,766,6.2,7
64,22.6,76,419,6.3,8
64,22.3,64,749,6.6,9
64,24.2,65,535,6.5,10
64,24.1,65,451,6.3,11
64,24.5,66,618,6.1,12
64,19.7,80,520,6.7,13
64,20.4,62,616,6.2,14
64,25,76,766,6.4,15
64,22.3,60,433,6.2,16
64,19.6,61,407,6.7,17
64,23,78,545,6.2,18
64,23.2,74,616,6.2,19
64,18.6,57,552,6.1,20
64,23.9,50,595,6.2,21
64,23.2,71,625,6.6,22
64,20.8,80,634,6.7,23
64,18.2,78,772,6.1,24
64,24.6,67,711,6.5,25
64,18.5,80,410,6.5,26
64,20.7,55,673,6.7,27
64,24.8,78,753,6.4,28
64,21.2,62,607,6.7,29
64,18.6,80,443,6.8,30
64,24.2,80,688,6.5,31
64,23.1,62,764,6.5,32
64,18.7,50,588,6.2,33
64,23.4,68,576,6.4,34
64,23.5,58,655,6.1,35
64,20.3,69,615,6.1,36
64,18.9,68,781,6.1,37
64,20.8,59,742,6.2,38
64,22.8,60,480,6.2,39
64,22.4,78,732,6.3,40
64,18.6,75,548,6.5,41
64,18.2,73,471,6.6,42
64,21.7,52,438,6,43
64,23.5,72,422,6.6,44
64,18.8,51,476,6.5,45
65,21.9,77,605,6.7,1
65,24.2,74,492,6.8,2
65,24.3,70,580,6.7,3
65,23.3,54,468,6.6,4
65,21.1,50,462,6,5
65,23.4,54,441,6.1,6
65,19.3,66,661,6,7
65,22.7,55,711,6.5,8
65,19.4,79,443,6.1,9
65,22.3,52,616,6.4,10
65,22.3,68,540,6.4,11
65,18.1,69,731,6.2,12
65,19.1,66,527,6.1,13
65,18.8,61,745,6.8,14
65,25,59,485,6.6,15
65,18.8,66,555,6.8,16
65,24.8,76,762,6.8,17
65,22.2,71,505,6.6,18
65,18.4,63,564,6.4,19
65,25,52,626,6.7,20
65,24.1,74,554,6.2,21
65,20.7,76,788,6.2,22
65,22.2,52,401,6.6,23
65,23.8,57,768,6.1,24
65,22.6,68,637,6.2,25
65,23.1,71,496,6.6,26
65,24.2,67,640,6.4,27
65,24.9,54,463,6.3,28
65,23.8,51,446,6,29
65,21.8,51,717,6.5,30
65,22,71,786,6,31
65,18.6,59,767,6.7,32
65,22.1,61,538,6.1,33
65,24.6,51,638,6.8,34
65,21.6,58,613,6.2,35
65,21.7,61,711,6.8,36
65,18.2,80,593,6.5,37
65,23.7,64,696,6.7,38
65,19,76,769,6.3,39
65,20.5,54,605,6.2,40
65,24.6,63,655,6.8,41
65,21.6,50,417,6.1,42
65,23.5,67,775,6.7,43
65,21.8,58,679,6,44
65,23.3,62,506,6.7,45
66,19.5,72,445,6.6,1
66,23.4,68,563,6.6,2
66,24.6,65,765,6.5,3
66,23.8,76,662,6.2,4
66,23.6,67,474,6.5,5
66,22.8,80,587,6.7,6
66,23.8,80,434,6.7,7
66,23.8,70,461,6,8
66,20.4,73,623,6.7,9
66,19.8,74,496,6.1,10
66,24.7,73,447,6.4,11
66,23.6,56,429,6.4,12
66,20,60,515,6.1,13
66,18.9,66,494,6.6,14
66,23.2,57,440,6.3,15
66,19.2,52,550,6.7,16
66,22.2,54,532,6.2,17
66,20,53,567,6.6,18
66,20.7,63,666,6,19
66,19.5,55,525,6.5,20
66,21.3,65,642,6.6,21
66,20.7,64,636,6,22
66,21.6,70,432,6.5,23
66,21.5,77,711,6.5,24
66,23.7,64,641,6.2,25
66,20.3,53,648,6.5,26
66,20.7,60,590,6.3,27
66,19.8,56,703,6,28
66,19.8,52,453,6.6,29
66,23.6,57,614,6.1,30
66,20.1,73,731,6.6,31
66,21.5,74,423,6.5,32
66,18.9,75,461,6.1,33
66,21.9,66,541,6.3,34
66,21.1,76,653,6.5,35
66,22.5,50,610,6.2,36
66,18.3,50,670,6.2,37
66,23.7,73,669,6.1,38
66,19.9,54,775,6.3,39
66,18.5,58,784,6.1,40
66,20.4,65,779,6.3,41
66,21.8,77,601,6.3,42
66,21.9,79,503,6,43
66,19,64,731,6,44
66,20,55,648,6.5,45
67,22,68,782,6.1,1
67,19.6,62,741,6.2,2
67,19,59,446,6.1,3
67,23.7,69,758,6.4,4
67,18.2,61,605,6.3,5
67,20.4,50,469,6.4,6
67,23.8,51,745,6.6,7
67,19,57,568,6.7,8
67,18.9,58,656,6.7,9
67,23.9,74,781,6.7,10
67,22.6,64,791,6.7,11
67,23.7,60,419,6.6,12
67,18.6,55,461,6.4,13
67,20.3,58,572,6.3,14
67,22.3,59,478,6.7,15
67,21.3,62,765,6.7,16
67,18.9,69,729,6.4,17
67,23.9,54,655,6.3,18
67,21.4,56,759,6.6,19
67,22.3,78,674,6.3,20
67,22.3,70,426,6.6,21
67,24.5,54,470,6.4,22
67,21.9,51,700,6.5,23
67,21.9,61,787,6.4,24
67,19.8,55,743,6.1,25
67,18.8,57,798,6,26
67,23.9,61,543,6.2,27
67,23.4,56,453,6.7,28
67,19,70,739,6.4,29
67,21.5,68,461,6.5,30
67,19.5,73,779,6.3,31
67,21.1,61,760,6.3,32
67,21.6,67,448,6.5,33
67,23.8,76,771,6.5,34
67,21.4,70,442,6.7,35
67,18.5,55,527,6.3,36
67,18.2,79,415,6.5,37
67,24.6,76,657,6.2,38
67,21.1,73,702,6.2,39
67,19.6,72,509,6.7,40
67,23.8,78,704,6,41
67,23.6,66,608,6.3,42
67,21.5,72,443,6.6,43
67,19.9,60,711,6.3,44
67,20,61,403,6.2,45
68,19.7,56,716,6.5,1
68,20.8,55,692,6.4,2
68,18.1,75,655,6.5,3
68,20.1,57,417,6.3,4
68,23.5,80,647,6.2,5
68,22,79,626,6.2,6
68,23.3,65,417,6.3,7
68,21.3,74,663,6.7,8
68,20.3,67,407,6.1,9
68,24.5,69,563,6.4,10
68,20.8,54,760,6,11
68,23,51,737,6.6,12
68,22.1,70,636,6.5,13
68,19.6,68,533,6.3,14
68,20,51,566,6.4,15
68,22.5,61,583,6.5,16
68,22.5,53,600,6.5,17
68,20.2,58,559,6.6,18
68,19.7,57,513,6.2,19
68,24.8,61,791,6.2,20
68,24.1,79,751,6.7,21
68,20,69,708,6.4,22
68,20.9,73,648,6.2,23
68,22.9,58,702,6.5,24
68,23.6,57,629,6.1,25
68,20.4,55,752,6.7,26
68,24.4,64,616,6.4,27
68,19,76,710,6.6,28
68,18.3,78,663,6.2,29
68,24.2,59,617,6.2,30
68,21.6,62,606,6.1,31
68,24.1,77,429,6.6,32
68,19.1,75,525,6.5,33
68,21.8,56,576,6.7,34
68,19.5,77,468,6.6,35
68,24.3,53,434,6.1,36
68,19.9,73,481,6.7,37
68,24.2,71,707,6.3,38
68,18.2,58,736,6.4,39
68,18.9,60,436,6.4,40
68,24.9,77,500,6.8,41
68,22.5,69,551,6.1,42
68,20.6,57,494,6.6,43
68,24.6,74,507,6.5,44
68,21.2,63,777,6.7,45
69,20.1,75,478,6.1,1
69,21.5,69,749,6.3,2
69,22,55,631,6,3
69,22,73,673,6.5,4
69,21,64,531,6.3,5
69,20.5,63,633,6.6,6
69,24.2,80,658,6.1,7
69,19.5,69,614,6.8,8
69,20.3,69,793,6.4,9
69,22.3,79,405,6.2,10
69,24.8,68,473,6.4,11
69,22.5,58,703,6.4,12
69,20.8,59,473,6.1,13
69,21.9,66,547,6.5,14
69,20.6,53,592,6.3,15
69,24.8,53,496,6.6,16
69,22.7,53,531,6.6,17
69,19.5,55,473,6.2,18
69,21.8,64,583,6.6,19
69,23.8,66,495,6.3,20
69,19.7,50,613,6.4,21
69,22.5,54,428,6.7,22
69,18.5,52,655,6.4,23
69,21.6,50,547,6.2,24
69,22.9,77,727,6.7,25
69,23,52,592,6.1,26
69,22.2,61,562,6.1,27
69,21.1,78,508,6.2,28
69,20.5,56,404,6.5,29
69,20.2,55,746,6.6,30
69,20,63,418,6.6,31
69,18.2,51,429,6,32
69,19.7,73,764,6.3,33
69,24.5,74,674,6.3,34
69,19.7,50,773,6.5,35
69,18.5,69,790,6.7,36
69,19.6,77,622,6.8,37
69,19.8,62,784,6.6,38
69,18.4,55,492,6.4,39
69,23.6,80,757,6.3,40
69,22.5,51,688,6.7,41
69,23.3,61,687,6.3,42
69,24.9,59,494,6.8,43
69,19.2,60,681,6.3,44
69,21.2,70,703,6.1,45
70,24.7,65,752,6.3,1
70,23.8,77,617,6.7,2
70,19,68,454,6.2,3
70,19.9,61,593,6.4,4
70,20,51,766,6.3,5
70,22.2,67,577,6.3,6
70,23.8,50,599,6.4,7
70,19.3,74,645,6.5,8
70,23,54,650,6.6,9
70,24.3,64,656,6.3,10
70,20,50,556,6.5,11
70,20.1,53,593,6,12
70,21.7,77,479,6.1,13
70,19.9,75,517,6.6,14
70,19.5,77,791,6.4,15
70,19.4,51,423,6.4,16
70,20.7,51,795,6.5,17
70,21.3,72,698,6.2,18
70,24.6,62,634,6.7,19
70,22.2,57,425,6.6,20
70,24.9,54,407,6.7,21
70,19.2,56,515,6.4,22
70,18.4,51,750,6.5,23
70,19.7,67,757,6.2,24
70,21.5,78,621,6.7,25
70,21.9,76,752,6.7,26
70,21.9,71,638,6.1,27
70,21.1,80,589,6.3,28
70,23.6,58,404,6.1,29
70,20.2,60,490,6.5,30
70,22.7,65,566,6.3,31
70,21.4,62,467,6.6,32
70,21.3,74,577,6.2,33
70,24.4,56,588,6.8,34
70,20.3,62,525,6.8,35
70,24.5,79,549,6.5,36
70,23.6,54,649,6.1,37
70,21.6,80,506,6.7,38
70,24.6,67,407,6.1,39
70,21.2,66,500,6.8,40
70,22.6,58,799,6.3,41
70,19.4,72,475,6.1,42
70,22.5,80,668,6.7,43
70,22.5,62,476,6.6,44
70,24.6,79,621,6,45
70,22.6,69,521,6.5,46
